filenames,result
target_dir/102*0.jpg,0.2795426845550537
target_dir/104*0.jpg,0.2172074019908905
target_dir/105*0.jpg,0.1541023552417755
target_dir/106*0.jpg,0.2770194709300995
target_dir/107*0.jpg,0.22769567370414734
target_dir/108*0.jpg,0.18371494114398956
target_dir/109*0.jpg,0.208572655916214
target_dir/110*0.jpg,0.19133886694908142
target_dir/111*0.jpg,0.2237226366996765
target_dir/112*0.jpg,0.2756962180137634
target_dir/113*0.jpg,0.17082905769348145
target_dir/114*0.jpg,0.27075427770614624
target_dir/115*0.jpg,0.21296042203903198
target_dir/116*0.jpg,0.10487385839223862
target_dir/117*0.jpg,0.2371053397655487
target_dir/118*0.jpg,0.22948357462882996
target_dir/119*0.jpg,0.2252916544675827
target_dir/120*0.jpg,0.1973223090171814
target_dir/121*0.jpg,0.27711114287376404
target_dir/122*0.jpg,0.3428385853767395
target_dir/123*0.jpg,0.404926061630249
target_dir/124*0.jpg,0.47314465045928955
target_dir/125*0.jpg,0.32158082723617554
target_dir/126*0.jpg,0.32873260974884033
target_dir/127*0.jpg,0.277694433927536
target_dir/128*0.jpg,0.31356281042099
target_dir/129*0.jpg,0.3117204010486603
target_dir/130*0.jpg,0.3211594223976135
target_dir/131*0.jpg,0.33156296610832214
target_dir/132*0.jpg,0.4192546606063843
target_dir/133*0.jpg,0.4371322691440582
target_dir/134*0.jpg,0.4148854911327362
target_dir/135*0.jpg,0.3882629871368408
target_dir/136*0.jpg,0.24422666430473328
target_dir/137*0.jpg,0.39236652851104736
target_dir/138*0.jpg,0.4190704822540283
target_dir/139*0.jpg,0.5056736469268799
target_dir/140*0.jpg,0.48070770502090454
target_dir/141*0.jpg,0.40850338339805603
target_dir/142*0.jpg,0.39048218727111816
target_dir/143*0.jpg,0.4282560348510742
target_dir/144*0.jpg,0.44681301712989807
target_dir/145*0.jpg,0.5177139639854431
target_dir/146*0.jpg,0.5172415375709534
target_dir/147*0.jpg,0.486984521150589
target_dir/148*0.jpg,0.44716230034828186
target_dir/149*0.jpg,0.4498157203197479
target_dir/150*0.jpg,0.4640604257583618
target_dir/151*0.jpg,0.47469383478164673
target_dir/152*0.jpg,0.4855634868144989
target_dir/153*0.jpg,0.3901126980781555
target_dir/154*0.jpg,0.37173113226890564
target_dir/155*0.jpg,0.520177960395813
target_dir/156*0.jpg,0.3920341730117798
target_dir/157*0.jpg,0.5235687494277954
target_dir/158*0.jpg,0.51908278465271
target_dir/159*0.jpg,0.4083227515220642
target_dir/160*0.jpg,0.5037176012992859
target_dir/161*0.jpg,0.4255950450897217
target_dir/162*0.jpg,0.4702945947647095
target_dir/163*0.jpg,0.4861507713794708
target_dir/164*0.jpg,0.43326225876808167
target_dir/165*0.jpg,0.47484785318374634
target_dir/166*0.jpg,0.45893245935440063
target_dir/167*0.jpg,0.49105846881866455
target_dir/168*0.jpg,0.5571800470352173
target_dir/169*0.jpg,0.5362836718559265
target_dir/170*0.jpg,0.5159468650817871
target_dir/171*0.jpg,0.5510032176971436
target_dir/172*0.jpg,0.5121398568153381
target_dir/173*0.jpg,0.5959742069244385
target_dir/174*0.jpg,0.5642309784889221
target_dir/175*0.jpg,0.5066931247711182
target_dir/176*0.jpg,0.6012288331985474
target_dir/177*0.jpg,0.6694382429122925
target_dir/178*0.jpg,0.6476856470108032
target_dir/179*0.jpg,0.6381491422653198
target_dir/180*0.jpg,0.680705189704895
target_dir/181*0.jpg,0.6413184404373169
target_dir/182*0.jpg,0.7249206304550171
target_dir/183*0.jpg,0.6223328709602356
target_dir/184*0.jpg,0.7500798106193542
target_dir/185*0.jpg,0.7062250375747681
target_dir/186*0.jpg,0.7249189615249634
target_dir/187*0.jpg,0.7230175733566284
target_dir/188*0.jpg,0.7662468552589417
target_dir/189*0.jpg,0.6656996011734009
target_dir/190*0.jpg,0.7864720821380615
target_dir/191*0.jpg,0.7519975900650024
target_dir/192*0.jpg,0.7846589088439941
target_dir/193*0.jpg,0.8050745129585266
target_dir/194*0.jpg,0.8528100848197937
target_dir/195*0.jpg,0.7869734764099121
target_dir/196*0.jpg,0.7697096467018127
target_dir/197*0.jpg,0.8704103231430054
target_dir/198*0.jpg,0.9999998807907104
target_dir/199*0.jpg,0.9999998807907104
target_dir/200*0.jpg,0.845129132270813
target_dir/201*0.jpg,0.7991037368774414
target_dir/202*0.jpg,0.8755693435668945
target_dir/203*0.jpg,0.8527106046676636
target_dir/204*0.jpg,0.7554852962493896
target_dir/205*0.jpg,0.6455827951431274
target_dir/206*0.jpg,0.5157566070556641
target_dir/207*0.jpg,0.29844310879707336
target_dir/208*0.jpg,0.09286908805370331
