filenames,result
target_dir/233*0.jpg,0.29795050621032715
target_dir/234*0.jpg,0.27086740732192993
target_dir/235*0.jpg,0.2572341561317444
target_dir/236*0.jpg,0.13535185158252716
target_dir/237*0.jpg,0.2591741979122162
target_dir/238*0.jpg,0.2786514163017273
target_dir/239*0.jpg,0.3093695044517517
target_dir/240*0.jpg,0.2412145435810089
target_dir/241*0.jpg,0.26129913330078125
target_dir/242*0.jpg,0.2433081567287445
target_dir/243*0.jpg,0.3846920132637024
target_dir/244*0.jpg,0.29427841305732727
target_dir/245*0.jpg,0.34460675716400146
target_dir/246*0.jpg,0.37214958667755127
target_dir/247*0.jpg,0.34476277232170105
target_dir/248*0.jpg,0.34433841705322266
target_dir/249*0.jpg,0.33254581689834595
target_dir/250*0.jpg,0.34310182929039
target_dir/251*0.jpg,0.340914249420166
target_dir/252*0.jpg,0.38165855407714844
target_dir/253*0.jpg,0.3801645338535309
target_dir/254*0.jpg,0.34087568521499634
target_dir/255*0.jpg,0.34816715121269226
target_dir/256*0.jpg,0.27417200803756714
target_dir/257*0.jpg,0.36109429597854614
target_dir/258*0.jpg,0.5255498886108398
target_dir/259*0.jpg,0.4753629267215729
target_dir/260*0.jpg,0.4888766407966614
target_dir/261*0.jpg,0.5204111933708191
target_dir/262*0.jpg,0.6046522855758667
target_dir/263*0.jpg,0.6634306907653809
target_dir/264*0.jpg,0.6203734874725342
target_dir/265*0.jpg,0.6404120922088623
target_dir/266*0.jpg,0.649348258972168
target_dir/267*0.jpg,0.7334237098693848
target_dir/268*0.jpg,0.6657674312591553
target_dir/269*0.jpg,0.8201954364776611
target_dir/270*0.jpg,0.7127981185913086
target_dir/271*0.jpg,0.6440862417221069
target_dir/272*0.jpg,0.6818777918815613
target_dir/273*0.jpg,0.7715755701065063
target_dir/274*0.jpg,0.8112530708312988
target_dir/275*0.jpg,0.8603829145431519
target_dir/276*0.jpg,0.8550126552581787
target_dir/277*0.jpg,0.8325933218002319
target_dir/278*0.jpg,0.8549869060516357
target_dir/279*0.jpg,0.8792018890380859
target_dir/280*0.jpg,0.8963907957077026
target_dir/281*0.jpg,0.8129127621650696
target_dir/282*0.jpg,0.8478376865386963
target_dir/283*0.jpg,0.9166326522827148
target_dir/284*0.jpg,0.8917908668518066
target_dir/285*0.jpg,0.9999998807907104
target_dir/286*0.jpg,0.9386028051376343
target_dir/287*0.jpg,0.9248296618461609
target_dir/291*0.jpg,0.8238000869750977
target_dir/292*0.jpg,0.8427642583847046
target_dir/293*0.jpg,0.8575539588928223
target_dir/294*0.jpg,0.849105715751648
target_dir/295*0.jpg,0.8594028949737549
target_dir/296*0.jpg,0.8371800184249878
target_dir/297*0.jpg,0.7231536507606506
